Brand,Phone_Model,Name,Price,Original_Price,Discount,Rating,RAM_GB,ROM_GB,Processor,Display_Size_inch,Display_Type,Battery_mAh,Processor,Warranty_Years,Specs,Price_Tier
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Samsung,Samsung M05,"Samsung M05 (Mint Green, 64 GB)",6698,9997.01,33,4.3,4.0,64.0,Not Specified,6.7,Full HD+,5000.0,Not Specified,0.0,4 GB RAM | 64 GB ROM; 17.02 cm (6.7 inch) Display; 50MP Rear Camera; 5000 mAh Battery; 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,Budget
Iqoo,IQOO Z10R 5G,"IQOO Z10R 5G (Moonstone, 256 GB)",24099,26776.67,10,4.3,12.0,256.0,Not Specified,6.77,Full HD+,5700.0,Not Specified,1.0,12 GB RAM | 256 GB ROM; 17.2 cm (6.77 inch) Display; 50MP Rear Camera; 5700 mAh Battery; 1 Year Warranty,Mid Range
Redmi,REDMI 14C 5G,"REDMI 14C 5G (Stardust Purple, 64 GB)",9380,12849.32,27,4.2,4.0,64.0,4 Gen 2 5G Processor,6.88,HD+,5160.0,4 Gen 2 5G Processor,1.0,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.48 cm (6.88 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5160 mAh Battery; 4 Gen 2 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Apple,Apple iPhone 14,"Apple iPhone 14 (Starlight, 256 GB)",64900,64900.0,0,4.6,8.0,256.0,"A15 Bionic Chip, 6 Core Processor",6.1,Super Retina,5000.0,"A15 Bionic Chip, 6 Core Processor",0.0,"256 GB ROM; 15.49 cm (6.1 inch) Super Retina XDR Display; 12MP + 12MP | 12MP Front Camera; A15 Bionic Chip, 6 Core Processor Processor; 1 year warranty for phone and 1 year warranty for in Box Accessories.",High Range
Samsung,Samsung Galaxy A35 5G,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",17999,33960.38,47,4.4,8.0,128.0,Samsung Exynos 1380 Processor,6.6,Full HD+,5000.0,Samsung Exynos 1380 Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 8MP + 5MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3) (Black, 512 GB)",89999,94735.79,5,4.4,16.0,512.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Oneplus,OnePlus 13s 5G,"OnePlus 13s 5G (Black Velvet, 512 GB)",56360,62622.22,10,4.5,12.0,512.0,Not Specified,6.32,Full HD+,5850.0,Not Specified,1.0,12 GB RAM | 512 GB ROM; 16.05 cm (6.32 inch) Display; 50MP Rear Camera; 5850 mAh Battery; 1 Year Warranty,High Range
Iqoo,IQOO Z10R 5G,"IQOO Z10R 5G (Moonstone, 128 GB)",19039,23218.29,18,4.4,8.0,128.0,Not Specified,6.77,Full HD+,5700.0,Not Specified,1.0,8 GB RAM | 128 GB ROM; 17.2 cm (6.77 inch) Display; 50MP Rear Camera; 5700 mAh Battery; 1 Year Warranty,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3) (White, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Realme,realme P3 5G,"realme P3 5G (Comet Grey, 128 GB)",16999,20986.42,19,4.4,8.0,128.0,6 Gen 4 Processor,6.67,Full HD+,6000.0,6 Gen 4 Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; 6 Gen 4 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Realme,realme P3 5G,"realme P3 5G (Nebula Pink, 128 GB)",16999,20986.42,19,4.4,8.0,128.0,6 Gen 4 Processor,6.67,Full HD+,6000.0,6 Gen 4 Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; 6 Gen 4 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Samsung,Samsung Galaxy S25 5G,"Samsung Galaxy S25 5G (Icyblue, 256 GB)",74999,80644.09,7,4.6,12.0,256.0,8 Elite for Galaxy Processor,6.2,Full HD+,4000.0,8 Elite for Galaxy Processor,1.0,12 GB RAM | 256 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 10MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Elite for Galaxy Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,High Range
Oneplus,OnePlus 13s 5G,"OnePlus 13s 5G (Green Silk, 256 GB)",50500,57386.36,12,4.5,12.0,256.0,Not Specified,6.32,Full HD+,5850.0,Not Specified,1.0,12 GB RAM | 256 GB ROM; 16.05 cm (6.32 inch) Display; 50MP Rear Camera; 5850 mAh Battery; 1 Year Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Black, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 256 GB)",31999,36780.46,13,4.5,12.0,256.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,12 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Tecno,Tecno Pova 7 Pro 5G,"Tecno Pova 7 Pro 5G (Dynamic Grey, 256 GB)",18499,23716.67,22,4.4,8.0,256.0,Dimensity 7300 Ultimate Processor,6.78,Full HD+,6000.0,Dimensity 7300 Ultimate Processor,1.0,8 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Full HD+ AMOLED Display; 64MP + 8MP | 13MP Front Camera; 6000 mAh Battery; Dimensity 7300 Ultimate Processor; 1 Year Manufacturer Warranty for Phone,Mid Range
Redmi,REDMI 14C 5G,"REDMI 14C 5G (Starlight Blue, 128 GB)",9652,13988.41,31,4.2,4.0,128.0,4 Gen 2 5G Processor,6.88,HD+,5160.0,4 Gen 2 5G Processor,1.0,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.48 cm (6.88 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5160 mAh Battery; 4 Gen 2 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3) (Black, 512 GB)",89999,94735.79,5,4.4,16.0,512.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Redmi,REDMI Note 14 5G,"REDMI Note 14 5G (Phantom Purple, 128 GB)",15990,22842.86,30,4.2,8.0,128.0,Not Specified,6.67,HD+,5110.0,Not Specified,1.0,8 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) Display; 50MP Rear Camera; 5110 mAh Battery; 1 Year,Mid Range
Samsung,Samsung Galaxy S25 Ultra 5G,"Samsung Galaxy S25 Ultra 5G (Titanium Black, 512 GB)",135499,141144.79,4,4.6,12.0,512.0,8 Elite for Galaxy Processor,6.9,HD+,5000.0,8 Elite for Galaxy Processor,1.0,12 GB RAM | 512 GB ROM; 17.53 cm (6.9 inch) Quad HD+ Display; 200MP + 50MP + 50MP + 10MP | 12MP Front Camera; 5000 mAh Battery; 8 Elite for Galaxy Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,High Range
Realme,realme 14 Pro+ 5G,"realme 14 Pro+ 5G (Pearl White, 256 GB)",28999,35801.23,19,4.4,8.0,256.0,7s Gen 3 Mobile Platform Processor,6.83,Full HD+,6000.0,7s Gen 3 Mobile Platform Processor,1.0,8 GB RAM | 256 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 50MP + 8MP | 32MP Front Camera; 6000 mAh Battery; 7s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Realme,realme 14 Pro+ 5G,"realme 14 Pro+ 5G (Pearl White, 256 GB)",31999,37645.88,15,4.4,12.0,256.0,7s Gen 3 Mobile Platform Processor,6.83,Full HD+,6000.0,7s Gen 3 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 50MP + 8MP | 32MP Front Camera; 6000 mAh Battery; 7s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Samsung,Samsung Galaxy A35 5G,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",17999,33960.38,47,4.4,8.0,128.0,Samsung Exynos 1380 Processor,6.6,Full HD+,5000.0,Samsung Exynos 1380 Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 8MP + 5MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Google,Google Pixel 8a,"Google Pixel 8a (Obsidian, 128 GB)",37999,52776.39,28,4.3,8.0,128.0,Tensor G3 Processor,6.1,Full HD+,4404.0,Tensor G3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.49 cm (6.1 inch) Full HD+ Display; 64MP + 13MP | 13MP Front Camera; 4404 mAh Battery; Tensor G3 Processor; 1 Year Domestic Warranty,Mid Range
Apple,Apple iPhone 14,"Apple iPhone 14 (Midnight, 256 GB)",64900,64900.0,0,4.6,8.0,256.0,"A15 Bionic Chip, 6 Core Processor",6.1,Super Retina,5000.0,"A15 Bionic Chip, 6 Core Processor",0.0,"256 GB ROM; 15.49 cm (6.1 inch) Super Retina XDR Display; 12MP + 12MP | 12MP Front Camera; A15 Bionic Chip, 6 Core Processor Processor; 1 year warranty for phone and 1 year warranty for in Box Accessories.",High Range
Realme,realme P3 Ultra 5G,"realme P3 Ultra 5G (Neptune Blue, 128 GB)",19999,31744.44,37,4.4,8.0,128.0,Dimensity 8350 Ultra Processor,6.83,Full HD+,6000.0,Dimensity 8350 Ultra Processor,1.0,8 GB RAM | 128 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 8MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 8350 Ultra Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Cobalt Violet, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Tecno,Tecno Pova Slim 5G,"Tecno Pova Slim 5G (Slim White, 128 GB)",19999,24998.75,20,4.3,8.0,128.0,Dimensity 6400 5G Processor,6.78,Full HD+,5160.0,Dimensity 6400 5G Processor,1.0,8 GB RAM | 128 GB ROM; 17.22 cm (6.78 inch) Display; 50MP + 2MP | 13MP Front Camera; 5160 mAh Battery; Dimensity 6400 5G Processor; 1 Year Manufacturer Warranty for Phone,Mid Range
Tecno,Tecno Pova Slim 5G,"Tecno Pova Slim 5G (Sky Blue, 128 GB)",19999,24998.75,20,4.3,8.0,128.0,Dimensity 6400 5G Processor,6.78,Full HD+,5160.0,Dimensity 6400 5G Processor,1.0,8 GB RAM | 128 GB ROM; 17.22 cm (6.78 inch) Display; 50MP + 2MP | 13MP Front Camera; 5160 mAh Battery; Dimensity 6400 5G Processor; 1 Year Manufacturer Warranty for Phone,Mid Range
Tecno,Tecno Spark Go 2,"Tecno Spark Go 2 (Veil White, 64 GB)",6699,8479.75,21,4.5,3.0,64.0,T7250 Processor,6.67,Full HD+,5000.0,T7250 Processor,1.0,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 16.94 cm (6.67 inch) Display; 13MP Rear Camera; 5000 mAh Lithium Polymer Battery; T7250 Processor; 1 Year Manufacturer Warranty for Phone,Budget
Tecno,Tecno Spark Go 2,"Tecno Spark Go 2 (Turquoise Green, 64 GB)",6999,8973.08,22,4.2,4.0,64.0,T7250 Processor,6.67,Full HD+,5000.0,T7250 Processor,1.0,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 16.94 cm (6.67 inch) Display; 13MP Rear Camera; 5000 mAh Lithium Polymer Battery; T7250 Processor; 1 Year Manufacturer Warranty for Phone,Budget
Nothing,Nothing Phone,"Nothing Phone (3) (White, 512 GB)",89999,94735.79,5,4.4,16.0,512.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 256 GB)",29999,34882.56,14,4.5,8.0,256.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Tecno,Tecno Spark Go 2,"Tecno Spark Go 2 (Veil White, 64 GB)",6999,8973.08,22,4.2,4.0,64.0,T7250 Processor,6.67,Full HD+,5000.0,T7250 Processor,1.0,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 16.94 cm (6.67 inch) Display; 13MP Rear Camera; 5000 mAh Lithium Polymer Battery; T7250 Processor; 1 Year Manufacturer Warranty for Phone,Budget
Redmi,REDMI 14C 5G,"REDMI 14C 5G (Stargaze Black, 64 GB)",8999,12855.71,30,4.2,4.0,64.0,4 Gen 2 5G Processor,6.88,HD+,5160.0,4 Gen 2 5G Processor,1.0,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.48 cm (6.88 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5160 mAh Battery; 4 Gen 2 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Nothing,Nothing Phone,"Nothing Phone (3) (Black, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3) (White, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Tecno,Tecno Spark Go 2,"Tecno Spark Go 2 (Turquoise Green, 64 GB)",6699,8479.75,21,4.5,3.0,64.0,T7250 Processor,6.67,Full HD+,5000.0,T7250 Processor,1.0,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 16.94 cm (6.67 inch) Display; 13MP Rear Camera; 5000 mAh Lithium Polymer Battery; T7250 Processor; 1 Year Manufacturer Warranty for Phone,Budget
Realme,realme Gt 7,"realme Gt 7 (Icesense Black, 256 GB)",34820,45815.79,24,4.5,8.0,256.0,Dimensity Processor,6.78,Full HD+,7000.0,Dimensity Processor,1.0,8 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Full HD+ AMOLED Display; 50MP + 50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera; 7000 mAh Battery; Dimensity Processor; 1 Year manufacturer Warranty for handset & 6 months for accessories,Mid Range
Poco,POCO M7 5G  - Locked with Airtel Prepaid,"POCO M7 5G  - Locked with Airtel Prepaid (Mint Green, 128 GB)",7849,12867.21,39,4.1,6.0,128.0,4 Gen 2 5G Processor,6.88,HD+,5160.0,4 Gen 2 5G Processor,1.0,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.48 cm (6.88 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5160 mAh Battery; 4 Gen 2 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Vivo,vivo V50e 5G,"vivo V50e 5G (Sapphire Blue, 256 GB)",24924,35605.71,30,4.4,8.0,256.0,Dimensity 7300 Processor,6.77,Full HD+,5600.0,Dimensity 7300 Processor,1.0,8 GB RAM | 256 GB ROM; 17.2 cm (6.77 inch) Display; 50MP + 8MP | 50MP Front Camera; 5600 mAh Battery; Dimensity 7300 Processor; 1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Black, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Tecno,Tecno Pova Curve 5G,"Tecno Pova Curve 5G (Magic Silver, 128 GB)",15499,18901.22,18,4.3,6.0,128.0,Dimensity 7300 Ultimate Processor,6.78,Full HD+,5500.0,Dimensity 7300 Ultimate Processor,1.0,6 GB RAM | 128 GB ROM; 17.22 cm (6.78 inch) Display; 64MP Rear Camera | 13MP Front Camera; 5500 mAh Battery; Dimensity 7300 Ultimate Processor; 1 Year Manufacturer Warranty for Handset,Mid Range
Motorola,Motorola G60,"Motorola G60 (Soft Silver, 128 GB)",11490,21679.25,47,4.1,6.0,128.0,Qualcomm Snapdragon 732G Processor,6.78,Full HD+,6000.0,Qualcomm Snapdragon 732G Processor,1.0,6 GB RAM | 128 GB ROM; 17.22 cm (6.78 inch) Full HD+ Display; 108MP + 8MP + 2MP | 32MP Front Camera; 6000 mAh Battery; Qualcomm Snapdragon 732G Processor; 120Hz Refresh Rate; Stock Android Experience; 1 Year on Handset and 6 Months on Accessories,Budget
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Google,Google Pixel 10,"Google Pixel 10 (Frost, 256 GB)",79999,79999.0,0,4.5,12.0,256.0,Tensor G5 Processor,6.3,HD+,4970.0,Tensor G5 Processor,1.0,12 GB RAM | 256 GB ROM; 16.0 cm (6.3 inch) Quad HD+ Display; 48MP + 13MP + 10.8MP | 10.5MP Front Camera; 4970 mAh Battery; Tensor G5 Processor; 1 Year Domestic Warranty,High Range
Oppo,OPPO A5x 5G,"OPPO A5x 5G (Midnight Blue, 128 GB)",13999,18419.74,24,4.6,6.0,128.0,Dimensity 6300 Processor,6.67,Full HD+,6000.0,Dimensity 6300 Processor,1.0,6 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) Display; 32MP Rear Camera; 6000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
Infinix,Infinix GT 30 Pro 5G+,"Infinix GT 30 Pro 5G+ (Blade White, 256 GB)",24999,31644.3,21,4.4,8.0,256.0,Dimensity 8350 Ultimate Processor,6.78,HD+,5500.0,Dimensity 8350 Ultimate Processor,1.0,8 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Display; 108MP + 8MP | 13MP Front Camera; 5500 mAh Battery; Dimensity 8350 Ultimate Processor; 1 Year Warranty for Handset and 6 Months Warranty for Accessories,Mid Range
Samsung,Samsung Galaxy S25 5G,"Samsung Galaxy S25 5G (Silver Shadow, 256 GB)",74999,80644.09,7,4.6,12.0,256.0,8 Elite Processor,6.2,Full HD+,4000.0,8 Elite Processor,1.0,12 GB RAM | 256 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 10MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Elite Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,High Range
Samsung,Samsung Galaxy A35 5G,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",17999,33960.38,47,4.4,8.0,128.0,Samsung Exynos 1380 Processor,6.6,Full HD+,5000.0,Samsung Exynos 1380 Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 8MP + 5MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3) (Black, 512 GB)",89999,94735.79,5,4.4,16.0,512.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Realme,realme GT 7T,"realme GT 7T (IceSense Black, 256 GB)",30999,39742.31,22,4.4,8.0,256.0,Dimensity 8400-MAX Processor,6.8,Full HD+,7000.0,Dimensity 8400-MAX Processor,0.0,8 GB RAM | 256 GB ROM; 17.27 cm (6.8 inch) Full HD+ AMOLED Display; 50MP + 8MP | 32MP Front Camera; 7000 mAh Li-ion Battery; Dimensity 8400-MAX Processor; standard 1-year warranty for the device  and a 6-month warranty for accessories,Mid Range
